candidate_id,yoe,career_years_from_history,days_since_active,days_since_signup,notice_period_days,profile_completeness,response_rate,interview_completion,offer_acceptance,offer_acceptance_missing,github_activity,github_activity_missing,connection_count,endorsements_received,views_received_30d,applications_30d,search_appearance_30d,saved_by_recruiters_30d,open_to_work,verified_email,verified_phone,linkedin_connected,willing_to_relocate,advanced_skill_count,expert_skill_count,weighted_skill_score,service_company_ratio,skills_count,career_count,title_career_match_ratio,days_active,profile_views,saved_by_recruiters,search_appearance,product_company_ratio,location,country,profile_similarity,skills_similarity,career_similarity,full_similarity,intent1_similarity,intent2_similarity,intent3_similarity,intent4_similarity,intent5_similarity,semantic_alignment_score,intent_weighted_full_similarity,skill_overlap,weighted_skill_overlap,assessment_score,skill_coverage_ratio,has_search_experience,search_experience_count,career_evidence_score,build_ownership_count,activity_recency_score,response_speed_score,notice_score,notice_period_days_clean,location_match,work_mode_match,profile_consistency_score,quality_score,consistency_score,honeypot_penalty,yoe_alignment_score,domain_alignment_score,skill_evidence_score,retrieval_score,final_score
CAND_0094759,8.6,8.42,163,553,30,59.3,0.11,0.94,0.71,0,76.2,0,1852,38,143,18,146,5,0,1,1,1,1,14,7,135.88938876137027,0.0,16,3,0.3333333333333333,163,143,5,146,1.0,"mumbai, maharashtra",india,0.5480832,0.31702608,0.52786577,0.5502626,0.5456785,0.6487825,0.59700114,0.45504814,0.50480235,0.48580942,0.5640369,7,59.08327493931384,63.3,0.23333333333333334,1,5,1.0,4,0.16347239985659057,0.047162006070904976,0.6666666666666667,30,1,1,0.757248062015504,0.729669681029711,0.9026744186046513,0.0,0.9790697674418605,0.7,1.0,0.9837729097193552,0.6828289582170312
CAND_0015528,7.4,7.25,65,47,30,71.5,0.53,0.72,0.53,0,50.6,0,797,38,279,21,964,3,0,1,1,1,0,12,6,146.75332275445317,0.0,17,3,0.3333333333333333,65,279,3,964,1.0,"coimbatore, tamil nadu",india,0.5365572,0.3337512,0.42647123,0.5718149,0.51346564,0.6630867,0.6584182,0.49538326,0.52872074,0.46714863,0.57867455,5,65.23463467307492,65.5,0.16666666666666666,1,4,1.0,4,0.4856717852477123,0.4303934212050845,0.6666666666666667,30,0,1,0.7575450450450452,0.7035262553762285,0.9029054054054054,0.0,0.9797297297297297,0.7,1.0,0.9908820311663508,0.6815774521044116
CAND_0028793,7.2,7.08,68,794,120,95.9,0.57,0.7,0.74,0,83.1,0,640,179,159,19,1096,43,1,1,1,1,1,11,5,117.478247104762,0.0,15,3,0.3333333333333333,68,159,43,1096,1.0,"trivandrum, kerala",india,0.5546908,0.3510666,0.3888952,0.5466,0.49502024,0.5952915,0.64951867,0.49212572,0.5010435,0.46031314,0.5511559,5,45.00526002742724,88.7,0.16666666666666666,1,7,1.0,7,0.46974957024142655,0.7907904831457643,0.0,120,1,1,0.7591666666666668,0.8636515458866436,0.8441666666666666,0.0,0.9833333333333333,0.5,1.0,0.998242048475049,0.6804481919647851
CAND_0095528,5.3,5.25,48,567,45,77.9,0.55,0.83,0.49,0,0.0,1,1333,19,275,16,46,25,1,1,1,0,0,11,8,154.0391687752976,0.0,15,2,0.5,48,275,25,46,1.0,"indore, madhya pradesh",india,0.5517363,0.32200956,0.36404195,0.5785341,0.57695436,0.6393754,0.658839,0.5001914,0.5173104,0.4540805,0.5914577,5,64.17087580416697,64.22500000000001,0.16666666666666666,1,3,1.0,3,0.5866462195100318,0.47698140228330255,0.5,45,0,1,0.820754716981132,0.6518495730161938,0.8466981132075472,0.0,0.9905660377358491,0.5,1.0,0.982099374681073,0.6802962419709047
CAND_0031593,7.8,7.67,93,513,90,50.1,0.58,0.79,0.83,0,23.2,0,681,55,235,20,900,17,1,1,1,1,1,11,5,155.5298412940927,0.0,16,3,0.6666666666666666,93,235,17,900,1.0,"kolkata, west bengal",india,0.52267456,0.34171325,0.4809107,0.56972134,0.5618751,0.6088997,0.64803433,0.5211608,0.5086367,0.47875497,0.57943213,4,58.449508829950865,58.7,0.13333333333333333,1,8,1.0,6,0.3558189185373419,0.9086154393563077,0.0,90,1,0,0.8758333333333335,0.6218956347044305,0.8381666666666666,0.04000000000000001,0.9833333333333334,0.5,1.0,0.9940376998757405,0.6799851494426613
CAND_0037980,9.0,8.92,84,536,90,69.3,0.63,0.89,0.83,0,30.8,0,1659,87,249,7,748,65,1,1,0,1,1,19,12,240.29891944241925,0.0,21,3,0.3333333333333333,84,249,65,748,1.0,"kolkata, west bengal",india,0.4872853,0.35522205,0.4621734,0.5275633,0.5571735,0.53752434,0.53798443,0.4838527,0.5212814,0.45806104,0.53383607,6,78.59065604274448,72.2,0.2,1,8,1.0,6,0.39324072086859824,0.5549435462438714,0.0,90,1,1,0.7626666666666666,0.7127562393858041,0.906888888888889,0.0,0.991111111111111,0.7,1.0,0.9358405684635145,0.6798464715684216
CAND_0030031,5.7,5.58,29,329,30,81.2,0.94,0.81,0.5,1,32.4,0,202,92,281,21,784,13,0,1,1,1,0,14,7,154.9855396666405,0.0,16,3,0.3333333333333333,29,281,13,784,1.0,"trivandrum, kerala",india,0.54064775,0.25808668,0.4463276,0.56077784,0.49185103,0.6664667,0.6750567,0.5125574,0.45795715,0.45145994,0.5718627,8,77.83920206204594,65.525,0.26666666666666666,1,4,1.0,6,0.7245371641800644,0.3704430506320858,0.6666666666666667,30,0,0,0.7571929824561403,0.6908029722961356,0.8426315789473685,0.0,0.9789473684210526,0.5,1.0,0.9587203384793177,0.6787801111531474
CAND_0011162,5.8,5.67,41,547,90,85.6,0.75,0.66,0.58,0,34.3,0,407,177,63,15,216,63,1,1,1,1,1,14,7,155.40882662483804,0.0,17,3,0.6666666666666666,41,63,63,216,1.0,"coimbatore, tamil nadu",india,0.537143,0.29467773,0.44583577,0.55657923,0.5457977,0.5803889,0.626758,0.55044425,0.47950715,0.45855895,0.5647055,7,66.53781526986174,0.0,0.23333333333333334,1,7,1.0,7,0.634095594745432,0.5330358124868245,0.0,90,1,1,0.8732471264367816,0.7632621959886441,0.8421551724137931,0.0,0.9775862068965517,0.5,1.0,0.9742736017243697,0.6784897697249554
CAND_0050454,6.8,6.75,54,530,30,77.7,0.77,0.72,0.5,1,0.0,1,807,16,85,17,248,30,1,0,1,1,1,14,10,174.4729357167378,0.0,15,3,0.3333333333333333,54,85,30,248,1.0,"delhi, delhi",india,0.54682815,0.24234883,0.43378645,0.55125654,0.47379756,0.661691,0.66296846,0.45203212,0.5057938,0.443555,0.5585399,6,88.35832571888483,59.0,0.2,1,14,1.0,4,0.5488116360940264,0.6394018031963333,0.6666666666666667,30,1,1,0.763357843137255,0.6234211199005801,0.9074264705882352,0.0,0.9926470588235294,0.7,1.0,0.9520308652529901,0.6784865794297815
CAND_0051486,5.9,5.83,92,703,120,90.6,0.6,0.53,0.5,1,0.0,1,1259,132,79,6,247,6,1,1,1,1,0,5,0,78.67513592984915,0.0,17,2,0.5,92,79,6,247,1.0,"bhubaneswar, odisha",india,0.5333413,0.3947229,0.46816626,0.5746292,0.5358504,0.6620298,0.6931462,0.45621803,0.52590156,0.4927149,0.5859147,5,26.668718117971753,63.7,0.16666666666666666,1,6,1.0,2,0.3597945077825237,0.8985755924698888,0.0,120,0,0,0.8196610169491525,0.7429802451897105,0.9525883812674517,0.0,0.988135593220339,1.0,0.7837046182016654,0.9999999999999999,0.6782486498588904
CAND_0023583,4.1,4.08,109,203,60,94.2,0.47,0.77,0.63,0,0.0,1,1008,15,183,0,670,10,1,1,1,1,0,9,0,104.12681920611554,0.0,16,1,1.0,109,183,10,670,1.0,"ahmedabad, gujarat",india,0.53756106,0.33524153,0.49419993,0.58567816,0.5748197,0.7027033,0.64683676,0.5074474,0.49658337,0.48817015,0.6032646,3,8.976035486139912,65.3,0.1,1,3,1.0,1,0.2978661331236484,0.209029941235544,0.33333333333333337,60,0,1,0.9978048780487805,0.7127642229976179,0.9799447007661569,0.0,0.9951219512195123,1.0,0.9082600891966377,0.9915155033139909,0.6764888973684413
CAND_0020708,4.2,4.17,87,518,30,89.4,0.84,0.88,0.6,0,84.3,0,238,127,52,9,86,52,1,1,0,0,0,15,7,200.2301646193548,0.0,19,1,1.0,87,52,52,86,1.0,"indore, madhya pradesh",india,0.5555351,0.32925174,0.31161708,0.559978,0.52734613,0.6244468,0.6668893,0.471144,0.5100635,0.4390955,0.5693714,8,99.19302957224872,64.4,0.26666666666666666,1,6,1.0,1,0.38034875658925854,0.657411947240959,0.6666666666666667,30,0,0,0.9967857142857142,0.8431651191899799,0.82875,0.0,0.9928571428571428,0.4375,1.0,0.9514161064677087,0.6756018724836257
CAND_0057563,6.8,6.67,60,253,60,85.3,0.83,0.81,0.47,0,22.8,0,632,30,65,0,680,33,0,1,1,1,1,10,8,125.2716905809944,0.0,14,3,0.3333333333333333,60,65,33,680,1.0,"indore, madhya pradesh",india,0.51133376,0.34688988,0.45700774,0.5694231,0.51681286,0.6468023,0.69297326,0.48419207,0.50633496,0.47116363,0.5786014,1,10.255543677967259,80.6,0.03333333333333333,1,11,1.0,4,0.513417119032592,0.41282883202904963,0.33333333333333337,60,1,1,0.7580637254901961,0.6899525163423964,0.8433088235294118,0.0,0.9808823529411765,0.5,1.0,0.9906937912957225,0.6751827711772351
CAND_0094056,5.9,5.83,65,337,120,59.8,0.82,0.89,0.5,1,64.8,0,626,21,268,0,788,4,0,1,0,1,1,15,9,192.3754546949268,0.0,18,2,0.5,65,268,4,788,1.0,"chennai, tamil nadu",india,0.51176316,0.3618011,0.43760934,0.5646132,0.50660634,0.6518365,0.678791,0.5032271,0.48260558,0.4689467,0.57444394,6,70.17507113187236,0.0,0.2,1,6,1.0,3,0.4856717852477123,0.46070378099896586,0.0,120,1,1,0.8196610169491525,0.6754885742896888,0.9058474576271186,0.0,0.988135593220339,0.7,1.0,0.9944369990797044,0.6748896660684657
CAND_0062247,7.3,7.25,58,653,30,57.2,0.78,0.84,0.57,0,52.7,0,348,106,267,19,839,9,1,1,1,0,1,11,6,145.2709426293575,0.0,17,2,0.5,58,267,9,839,1.0,"kochi, kerala",india,0.5678657,0.29358563,0.44546598,0.5557254,0.47013927,0.6723796,0.68480396,0.44187504,0.5094291,0.4656607,0.56332165,5,57.20269724228506,0.0,0.16666666666666666,1,9,1.0,3,0.5249541022780896,0.7470175003104326,0.6666666666666667,30,1,1,0.821917808219178,0.6787075202998842,0.8047455968688845,0.0,0.9931506849315068,0.35714285714285715,1.0,0.973809394976309,0.6736752068047325
CAND_0020877,5.1,5.0,78,89,60,65.2,0.66,0.75,0.7,0,74.4,0,832,137,300,12,781,19,0,1,1,1,1,15,9,197.98594399412764,0.0,18,2,0.5,78,300,19,781,1.0,"gurgaon, haryana",india,0.4976651,0.33016866,0.3836824,0.5605155,0.50895184,0.67263186,0.652388,0.4322575,0.5363486,0.44300792,0.56979465,6,74.73102007762677,67.2,0.2,1,5,1.0,4,0.4203503845086819,0.3965314190749929,0.33333333333333337,60,1,1,0.8161764705882353,0.7669459355144169,0.8581372549019609,0.0,0.9803921568627452,0.55,1.0,0.9769040191489213,0.6727404167262431
CAND_0083307,7.8,7.67,91,642,120,53.0,0.7,0.83,0.51,0,69.2,0,427,145,95,22,233,28,1,1,1,1,0,14,9,166.2823398823986,0.0,18,4,0.25,91,95,28,233,1.0,"vizag, andhra pradesh",india,0.5652018,0.2648716,0.44661903,0.5768464,0.5506595,0.6714874,0.6402212,0.48715276,0.5347111,0.4633847,0.5876579,5,61.63599364148681,0.0,0.16666666666666666,1,14,1.0,8,0.3638145165597285,0.6998113750644009,0.0,120,0,1,0.73,0.6919735206278277,0.8381666666666666,0.04000000000000001,0.9833333333333334,0.5,1.0,0.9616043107836018,0.6723732939339656
